,weather,base,dt,timezone,id,name,cod,Lon,Lat,main.temp,main.feels_like,main.temp_min,Max Temp,main.pressure,Humidity,Wind Speed,wind.deg,wind.gust,rain.1h,Cloud Cover,sys.type,sys.id,Country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,message,visibility,snow.1h
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986184.0,-14400.0,3480908.0,La Asuncion,200,-63.86,11.03,80.6,77.74,80.6,80.6,1013.0,88.0,25.28,90.0,,,68.0,1.0,8732.0,VE,1588931668.0,1588976961.0,,,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986185.0,39600.0,2126199.0,Cherskiy,200,161.3,68.75,37.09,31.37,37.09,37.09,1017.0,83.0,3.94,96.0,,,0.0,,,RU,1588951212.0,1589022139.0,1017.0,1017.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986185.0,14400.0,1106643.0,Quatre Cocos,200,57.76,-20.21,71.6,77.23,71.6,71.6,1015.0,94.0,3.36,240.0,,,40.0,1.0,2061.0,MU,1588991294.0,1589031755.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986184.0,-14400.0,3663503.0,Manicoré,200,-61.3,-5.81,77.0,86.18,77.0,77.0,1014.0,94.0,2.24,,,,100.0,1.0,8397.0,BR,1588932325.0,1588975075.0,,,,10000.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588985936.0,-36000.0,5848280.0,Kapaa,200,-159.32,22.08,77.38,70.81,75.0,80.6,1019.0,61.0,19.46,40.0,,,20.0,1.0,7873.0,US,1588953652.0,1589000797.0,,,,16093.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986186.0,36000.0,2027740.0,Amurzet,200,131.1,47.7,64.96,61.21,64.96,64.96,1008.0,44.0,3.6,120.0,,,100.0,,,RU,1588967162.0,1589020685.0,1008.0,1001.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986186.0,14400.0,934322.0,Mahébourg,200,57.7,-20.41,71.6,77.23,71.6,71.6,1015.0,94.0,3.36,240.0,,,40.0,1.0,2061.0,MU,1588991326.0,1589031752.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986186.0,25200.0,1492948.0,Saryg-Sep,200,95.6,51.5,44.17,39.16,44.17,44.17,1028.0,57.0,2.01,189.0,,,0.0,,,RU,1588974904.0,1589029982.0,1028.0,928.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986187.0,28800.0,1701054.0,Marawi,200,124.29,8.0,84.0,91.94,84.0,84.0,1009.0,81.0,7.0,59.0,8.99,,100.0,3.0,2007154.0,PH,1588973141.0,1589017974.0,,,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986069.0,36000.0,2163355.0,Hobart,200,147.33,-42.88,52.05,47.95,48.99,54.0,1000.0,81.0,5.82,340.0,,,75.0,1.0,9545.0,AU,1588972185.0,1589007872.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986185.0,-21600.0,6170031.0,Tuktoyaktuk,200,-133.04,69.45,32.0,18.57,32.0,32.0,1039.0,96.0,17.22,140.0,,,5.0,1.0,942.0,CA,1588934674.0,1589007161.0,,,,24140.0,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986187.0,7200.0,2215163.0,Masallātah,200,14.0,32.62,60.21,49.89,60.21,60.21,1018.0,78.0,20.15,147.0,,,49.0,,,LY,1588997384.0,1589046669.0,1018.0,988.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986188.0,3600.0,2514651.0,Los Llanos de Aridane,200,-17.92,28.66,69.8,70.74,69.8,69.8,1020.0,68.0,3.36,250.0,,,75.0,1.0,2377.0,ES,1589005465.0,1589053910.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986188.0,28800.0,1805857.0,Jieshi,200,115.83,22.81,81.93,85.87,81.93,81.93,1010.0,80.0,11.52,224.0,,,97.0,,,CN,1588973942.0,1589021234.0,1010.0,1009.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986188.0,28800.0,1529651.0,Altay,200,88.12,47.87,57.0,48.38,57.0,57.0,1017.0,36.0,8.52,35.0,,,0.0,,,CN,1588977435.0,1589031042.0,1017.0,915.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986182.0,28800.0,1735106.0,George Town,200,100.34,5.41,80.11,91.18,78.01,82.4,1007.0,94.0,2.24,,,,20.0,1.0,9429.0,MY,1588979087.0,1589023524.0,,,,8000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588985972.0,-10800.0,3860443.0,Comodoro Rivadavia,200,-67.5,-45.87,55.4,52.86,55.4,55.4,996.0,93.0,6.38,25.0,,,100.0,1.0,8284.0,AR,1588937757.0,1588972619.0,,,,10000.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986189.0,18000.0,1337612.0,Dhidhdhoo,200,73.1,6.88,84.36,92.44,84.36,84.36,1009.0,74.0,4.18,287.0,,,17.0,,,MV,1588985512.0,1589030175.0,1009.0,1009.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986189.0,10800.0,482443.0,Toksovo,200,30.52,60.15,44.01,35.65,44.01,44.01,1004.0,43.0,6.49,174.0,,,84.0,3.0,87040.0,RU,1588987978.0,1589048146.0,,,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986058.0,-14400.0,5150529.0,Cleveland,200,-81.7,41.5,36.23,19.2,33.01,39.2,1014.0,44.0,20.8,340.0,,,40.0,1.0,3455.0,US,1588932873.0,1588984320.0,,,,16093.0,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986004.0,32400.0,1861416.0,Ishigaki,200,124.16,24.34,78.8,83.95,78.8,78.8,1011.0,88.0,9.17,180.0,,,75.0,1.0,8139.0,JP,1588971803.0,1589019375.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986190.0,-21600.0,3985710.0,Cabo San Lucas,200,-109.91,22.89,81.86,74.84,78.01,84.0,1012.0,30.0,11.41,260.0,,,5.0,1.0,7151.0,MX,1588941725.0,1588989008.0,,,,14484.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986190.0,39600.0,2126123.0,Chokurdakh,200,147.92,70.63,27.48,19.33,27.48,27.48,1016.0,98.0,6.96,114.0,,,100.0,,,RU,1588951648.0,1589028125.0,1016.0,1010.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986191.0,28800.0,1633034.0,Palu,200,119.87,-0.89,84.43,92.73,84.43,84.43,1010.0,68.0,1.34,128.0,,,99.0,,,ID,1588974877.0,1589018360.0,1010.0,1008.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986191.0,32400.0,1847947.0,Shingū,200,135.98,33.73,66.2,63.93,66.2,66.2,1019.0,63.0,5.82,130.0,,,75.0,1.0,7959.0,JP,1588968000.0,1589017504.0,,,,10000.0,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986191.0,3600.0,2345521.0,Damaturu,200,11.96,11.75,87.24,86.67,87.24,87.24,1008.0,37.0,5.39,224.0,,,56.0,,,NG,1588999802.0,1589045231.0,1008.0,967.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986191.0,18000.0,1513491.0,Yangi Marg`ilon,200,71.72,40.43,66.2,60.6,66.2,66.2,1013.0,52.0,9.17,180.0,,,100.0,1.0,9014.0,UZ,1588982566.0,1589033783.0,,,,10000.0,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588986192.0,21600.0,1538648.0,Toktogul,200,72.94,41.87,59.36,58.01,59.36,59.36,1013.0,64.0,1.25,261.0,,0.26,100.0,,,KG,1588982067.0,1589033696.0,1013.0,902.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986192.0,43200.0,2122090.0,Pevek,200,170.31,69.7,35.74,30.72,35.74,35.74,1021.0,84.0,2.42,114.0,,,0.0,,,RU,1588947866.0,1589021161.0,1021.0,1016.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986192.0,0.0,2381972.0,Adrar,200,-10.07,20.5,88.18,78.98,88.18,88.18,1010.0,17.0,11.65,14.0,,,0.0,,,MR,1589004355.0,1589051252.0,1010.0,968.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986193.0,32400.0,2027786.0,Amga,200,131.96,60.9,36.23,28.22,36.23,36.23,1010.0,76.0,7.25,254.0,,,100.0,,,RU,1588963377.0,1589024057.0,1010.0,991.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986033.0,-21600.0,6185377.0,Yellowknife,200,-114.35,62.46,39.2,25.83,39.2,39.2,1036.0,60.0,16.11,20.0,,,75.0,1.0,1007.0,CA,1588935458.0,1588997406.0,,,,24140.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986193.0,36000.0,2013465.0,Verkhoyansk,200,133.38,67.54,24.96,18.34,24.96,24.96,1012.0,94.0,3.51,268.0,,,100.0,,,RU,1588959094.0,1589027658.0,1012.0,996.0,,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588986193.0,39600.0,2136825.0,Isangel,200,169.27,-19.55,80.6,82.6,80.6,80.6,1013.0,74.0,11.41,170.0,,,40.0,1.0,7317.0,VU,1588964469.0,1589005056.0,,,,10000.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986193.0,43200.0,2184707.0,Wanaka,200,169.15,-44.7,57.36,53.28,57.36,57.36,1021.0,65.0,5.46,338.0,,,15.0,,,NZ,1588967208.0,1589002376.0,1021.0,983.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588985927.0,-25200.0,5364271.0,Laguna,200,-121.42,38.42,93.96,88.83,93.0,95.0,1009.0,12.0,3.18,295.0,,,1.0,1.0,5769.0,US,1588942820.0,1588993438.0,,,,14484.0,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588985992.0,10800.0,293842.0,Kiryat Gat,200,34.76,31.61,63.09,62.51,60.01,64.99,1004.0,76.0,4.0,182.0,,,56.0,3.0,2002441.0,IL,1588992516.0,1589041573.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986194.0,-7200.0,3421719.0,Narsaq,200,-46.05,60.92,46.4,41.45,46.4,46.4,1020.0,65.0,3.36,80.0,,,93.0,1.0,47.0,GL,1588919771.0,1588980309.0,,,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}, {'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]",stations,1588986195.0,-18000.0,4019085.0,Ahualulco del Sonido Trece,200,-101.17,22.4,64.4,60.37,64.4,64.4,1021.0,63.0,8.05,90.0,,,90.0,1.0,7168.0,MX,1588939672.0,1588986866.0,,,,16093.0,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986195.0,14400.0,1106677.0,Bambous Virieux,200,57.76,-20.34,71.6,77.23,71.6,71.6,1015.0,94.0,3.36,240.0,,,40.0,1.0,2061.0,MU,1588991305.0,1589031744.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986195.0,-14400.0,5972291.0,Havre-St-Pierre,200,-63.6,50.23,39.2,30.06,39.2,39.2,996.0,80.0,10.29,260.0,,,90.0,1.0,812.0,CA,1588927038.0,1588981467.0,,,,14484.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986195.0,-14400.0,3897774.0,Buin,200,-70.75,-33.73,60.8,55.22,60.8,60.8,1017.0,63.0,9.17,140.0,,,7.0,1.0,8486.0,CL,1588936987.0,1588974950.0,,,,8000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986195.0,32400.0,2024626.0,Dzhebariki-Khaya,200,135.8,62.22,37.02,31.46,37.02,37.02,1009.0,91.0,4.25,213.0,,,100.0,,,RU,1588961881.0,1589023710.0,1009.0,993.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986196.0,-36000.0,4035715.0,Avarua,200,-159.78,-21.21,82.4,82.69,82.4,82.4,1016.0,74.0,16.11,80.0,,,19.0,1.0,7271.0,CK,1588957179.0,1588997491.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986196.0,43200.0,2110227.0,Butaritari,200,172.79,3.07,83.23,88.3,83.23,83.23,1010.0,73.0,7.99,95.0,,,100.0,,,KI,1588961878.0,1589005958.0,1010.0,1009.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986196.0,-10800.0,3439525.0,Young,200,-57.63,-32.68,53.01,48.56,53.01,53.01,1019.0,83.0,7.11,20.0,,,0.0,3.0,2019376.0,UY,1588933726.0,1588971913.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986197.0,36000.0,2090021.0,Namatanai,200,152.43,-3.67,86.74,92.84,86.74,86.74,1010.0,65.0,6.06,95.0,,,0.0,,,PG,1588967271.0,1589010338.0,1010.0,1004.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986197.0,19800.0,1244926.0,Hambantota,200,81.12,6.12,77.0,87.3,77.0,77.0,1008.0,100.0,2.24,100.0,,,20.0,1.0,9124.0,LK,1588983645.0,1589028191.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986197.0,-18000.0,3985168.0,San Patricio,200,-104.7,19.22,84.2,88.12,84.2,84.2,1010.0,74.0,11.41,210.0,,,5.0,1.0,7166.0,MX,1588940798.0,1588987434.0,,,,19312.0,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588986197.0,32400.0,1862505.0,Hirara,200,125.28,24.8,81.34,84.97,80.6,82.4,1011.0,74.0,9.17,150.0,,,40.0,1.0,8143.0,JP,1588971491.0,1589019150.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,1588986125.0,3600.0,2315026.0,Kasongo-Lunda,200,16.82,-6.47,71.74,76.32,71.74,71.74,1012.0,78.0,0.89,233.0,,,36.0,,,CD,1589000031.0,1589042669.0,1012.0,960.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986198.0,7200.0,3131500.0,Visnes,200,5.22,59.36,39.83,33.94,37.99,41.0,1016.0,80.0,4.7,320.0,,,65.0,1.0,1631.0,NO,1588994338.0,1589053930.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986198.0,-28800.0,5859699.0,College,200,-147.8,64.86,65.75,55.94,64.0,66.99,1021.0,20.0,9.17,160.0,,,90.0,1.0,7683.0,US,1588942190.0,1589006730.0,,,,16093.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,1588986199.0,-18000.0,6148373.0,Sioux Lookout,200,-91.92,50.1,39.2,26.65,39.2,39.2,1019.0,38.0,12.75,360.0,20.8,,40.0,1.0,979.0,CA,1588933854.0,1588988244.0,,,,24140.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588986199.0,-9000.0,6167817.0,Torbay,200,-52.73,47.67,35.71,21.42,35.01,37.0,1001.0,92.0,19.46,270.0,32.21,,20.0,1.0,998.0,CA,1588924928.0,1588978359.0,,,,24140.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986199.0,32400.0,2012530.0,Zhigansk,200,123.37,66.77,18.57,6.73,18.57,18.57,1014.0,93.0,11.65,333.0,,,100.0,,,RU,1588962133.0,1589029424.0,1014.0,1008.0,,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986200.0,7200.0,3132644.0,Varhaug,200,5.65,58.61,38.55,34.14,37.0,41.0,1016.0,86.0,2.24,170.0,,,100.0,1.0,1680.0,NO,1588994502.0,1589053559.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986200.0,16200.0,132144.0,Hamadan,200,48.51,34.8,49.62,44.58,49.62,49.62,1016.0,52.0,2.8,206.0,,,0.0,,,IR,1588988856.0,1589038633.0,1016.0,820.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986200.0,28800.0,1814093.0,Dali,200,100.18,25.7,64.9,61.09,64.9,64.9,1013.0,50.0,5.06,250.0,,,0.0,,,CN,1588977427.0,1589025261.0,1013.0,807.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588986200.0,-14400.0,3374083.0,Bathsheba,200,-59.52,13.22,80.6,79.95,80.6,80.6,1017.0,74.0,16.11,100.0,,,20.0,1.0,8772.0,BB,1588930454.0,1588976093.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986201.0,7200.0,2980915.0,Arrondissement de Saint-Denis,200,2.33,48.92,63.36,61.7,62.01,64.99,1013.0,63.0,3.36,360.0,,,100.0,1.0,6540.0,FR,1588997803.0,1589051852.0,,,,10000.0,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588986201.0,28800.0,1640344.0,Kendari,200,122.5,-3.94,82.51,91.94,82.51,82.51,1011.0,80.0,2.37,152.0,,0.14,57.0,,,ID,1588974475.0,1589017500.0,1011.0,1006.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986201.0,39600.0,2178753.0,Kirakira,200,161.92,-10.45,86.41,91.65,86.41,86.41,1012.0,68.0,8.66,104.0,,,16.0,,,SB,1588965507.0,1589007546.0,1012.0,1012.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986202.0,-28800.0,5880054.0,Barrow,200,-156.79,71.29,21.2,9.54,21.2,21.2,1031.0,85.0,11.41,90.0,,,90.0,1.0,7649.0,US,1588936867.0,1589016368.0,,,,11265.0,
0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,1588986202.0,36000.0,2084442.0,Vanimo,200,141.3,-2.67,86.61,95.95,86.61,86.61,1010.0,68.0,1.57,128.0,,0.24,5.0,,,PG,1588969867.0,1589013084.0,1010.0,1009.0,,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986202.0,-21600.0,3608828.0,Iralaya,200,-83.23,15.0,84.2,88.97,84.2,84.2,1012.0,74.0,9.91,65.0,,,75.0,1.0,7087.0,HN,1588935999.0,1588981928.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986064.0,7200.0,2681825.0,Ronneby,200,15.28,56.21,44.6,40.32,44.6,44.6,1014.0,81.0,3.36,280.0,,,0.0,1.0,1736.0,SE,1588992958.0,1589050481.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,1588986024.0,7200.0,2514301.0,Mahon,200,4.27,39.89,64.4,64.04,64.4,64.4,1014.0,93.0,8.05,110.0,,,53.0,1.0,6422.0,ES,1588998817.0,1589049907.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,1588986203.0,28800.0,2037252.0,Genhe,200,121.52,50.78,62.98,57.61,62.98,62.98,1006.0,28.0,2.53,195.0,,,67.0,,,CN,1588968847.0,1589023598.0,1006.0,925.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986204.0,36000.0,2065594.0,Mount Isa,200,139.5,-20.73,86.0,81.05,86.0,86.0,1018.0,22.0,5.82,60.0,,,0.0,1.0,9495.0,AU,1588971715.0,1589012099.0,,,,10000.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986062.0,-21600.0,5546220.0,Saint George,200,-113.58,37.1,87.8,78.3,87.8,87.8,1013.0,6.0,6.93,320.0,,,1.0,1.0,5832.0,US,1588941108.0,1588991387.0,,,,16093.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,1588986205.0,-28800.0,5866583.0,Saint Paul Harbor,200,-152.41,57.79,44.6,32.23,44.6,44.6,1017.0,87.0,18.34,40.0,,,90.0,1.0,7668.0,US,1588946387.0,1589004746.0,,,,9656.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986205.0,43200.0,2127202.0,Anadyr,200,177.48,64.75,37.17,12.88,37.0,37.4,1012.0,69.0,35.79,90.0,44.74,,7.0,1.0,8872.0,RU,1588950568.0,1589015016.0,,,,10000.0,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986205.0,25200.0,1608263.0,Nong Chik,200,101.18,6.84,81.41,91.04,81.41,81.41,1010.0,85.0,2.84,155.0,,,100.0,,,TH,1588978776.0,1589023432.0,1010.0,1009.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986205.0,7200.0,2990682.0,Neufchâteau,200,5.7,48.35,58.1,56.77,57.2,59.0,1014.0,87.0,4.7,340.0,,,100.0,1.0,6587.0,FR,1588997105.0,1589050932.0,,,,10000.0,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,1588986205.0,-18000.0,3698359.0,Chicama,200,-79.15,-7.84,72.01,73.04,72.01,72.01,1014.0,73.0,5.99,183.0,,,14.0,,,PE,1588936762.0,1588979206.0,1014.0,999.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986206.0,-36000.0,5855927.0,Hilo,200,-155.09,19.73,77.79,73.24,72.0,84.2,1017.0,51.0,12.75,30.0,,,20.0,1.0,7881.0,US,1588952844.0,1588999575.0,,,,16093.0,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986206.0,-25200.0,3996737.0,Rodolfo Sánchez Taboada,200,-116.57,31.72,69.01,69.62,69.01,69.01,1011.0,78.0,5.99,254.0,8.99,,0.0,3.0,2001695.0,MX,1588942450.0,1588991479.0,,,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986206.0,14400.0,486043.0,Surskoye,200,46.72,54.48,56.17,53.82,56.17,56.17,1008.0,88.0,5.68,194.0,,,100.0,,,RU,1588985902.0,1589042446.0,1008.0,995.0,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,1588986206.0,7200.0,3352263.0,Warmbad,200,18.73,-28.45,67.37,57.02,67.37,67.37,1020.0,23.0,11.12,41.0,,,0.0,,,NA,1589001407.0,1589040376.0,1020.0,941.0,,,
0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,1588986207.0,28800.0,1702544.0,Maloh,200,122.99,9.06,87.8,96.37,87.8,87.8,1009.0,74.0,6.93,90.0,,,20.0,1.0,8185.0,PH,1588973371.0,1589018369.0,,,,10000.0,
0,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,1588986208.0,18000.0,1282256.0,Hithadhoo,200,73.08,-0.6,85.01,87.93,85.01,85.01,1009.0,78.0,15.75,266.0,,,100.0,,,MV,1588986084.0,1589029612.0,1009.0,1009.0,,,
0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,1588986208.0,3600.0,2738381.0,Lata,200,-8.33,40.16,56.79,55.81,46.99,62.01,1010.0,81.0,2.37,234.0,,,99.0,3.0,2013564.0,PT,1589001801.0,1589052971.0,,,,,
0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,1588986208.0,19800.0,1274055.0,Chittarkonda,200,82.08,18.12,81.88,85.69,81.88,81.88,1010.0,55.0,1.92,140.0,,,0.0,,,IN,1588982452.0,1589028923.0,1010.0,961.0,,,
